source,reference,greedy,beam4,bleu_greedy,bleu_beam4,error_type
and when he had saluted them he declared particularly what things god had wrought among the gentiles by his ministry,اس نے انہیں سلام کرکے جو کچھ خدا نے اس کی خدمت سے غیرقوموں میں کیا تھا مفّصل بیان کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.83477622180655,1.658231295884335,Partial Match
for they had seen before with him in the city trophimus an ephesian whom they supposed that paul had brought into the temple,کیونکہ انہوں نے اس سے پہلے ترفمس افسی کو اس کے ساتھ شہر میں دیکھا تھا . اسی کی بابت انہوں نے خیال کیا کہ پولس اسے ہیکل میں لے آیا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.697802254573829,0.6193486718642272,Severe Under-generation
who immediately took soldiers and centurions and ran down unto them and when they saw the chief captain and the soldiers they left beating of paul,وہ اسی دم سپاہیوں اور صوبہ داروں کولے کر ان کے پاس نیچے دوڑا آیا اور وہ پلٹن کے سردار اور سپاہیوں کو دیکھ کر پولس کی مارپیٹ سے باز آئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3420692923126182,0.1081945903600909,Severe Under-generation
and i persecuted this way unto the death binding and delivering into prisons both men and women,چنانچہ میں نے مردوں اور عورتوں کو باندھ باندھ کر اور قید خانہ میں ڈال ڈال کر مسیحی طریق والوں کو یہاں تک ستایا کہ مروا میں ڈالا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46174524702947806,0.16608551346329573,Severe Under-generation
and i said what shall i do lord and the lord said unto me arise and go into damascus and there it shall be told thee of all things which are appointed for thee to do,میں نے کہا اے خداوند میں کیا کروں خداوند نے مجھ سے کہا اٹھ کر دمشق میں جا . جو کچھ تیرے کرنے کے لئے مقرّر ہئوا ہے وہاں تجھ سے سب کہا جائے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.2605304465155657,0.07265989576268371,Severe Under-generation
and the night following the lord stood by him and said be of good cheer paul for as thou hast testified of me in jerusalem so must thou bear witness also at rome,اسی رات خداوند اس کے پاس آکھڑا ہئوا اور کہا خاطر جمع رکھ کہ جیسے تونے میری بابت یروشلیم میں گواہی دی ہے ویسے ہی تجھے رومہ میں بھی گواہی دینا ہوگا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3325977639362178,0.10379735644785475,Severe Under-generation
and when it was day certain of the jews banded together and bound themselves under a curse saying that they would neither eat nor drink till they had killed paul,جب دن ہئوا تو یہودیوں نے ایکا کرکے اور لعنت کی قسم کھاکر کہا کہ جب تک ہم پولس کو قتل نہ کرلیں نہ کچھ کھائیں گے نہ پئیں گے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3780450338306234,0.12480949207641645,Severe Under-generation
and when paul s sister s son heard of their lying in wait he went and entered into the castle and told paul,لیکن پولس کا بھانجا ان کی گھات کا حال سنکر آیا اور قلعہ میں جاکر پولس کو خبر دی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.026229873226064,0.5051878233919322,Complete Hallucination
then the chief captain took him by the hand and went with him aside privately and asked him what is that thou hast to tell me,پلٹن کے سردار نے اس کا ہاتھ پکڑ کر اور الگ جاکر پوچھا کہ مجھ سے کیا کہنا چاہتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.966976406055925,1.658231295884335,Partial Match
so the chief captain then let the young man depart and charged him see thou tell no man that thou hast shewed these things to me,پس سردار نے جوان کو یہ حکم دے کر رخصت کیا کہ کسی سے نہ کہنا کہ تونے مجھ پر یہ ظاہر کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7612892104221858,0.3754610691157943,Severe Under-generation
who when they came to caesarea and delivered the epistle to the governor presented paul also before him,انہوں نے قیصریہ میں پہنچ کر حاکم کو خط دے دیا اور پولس کو بھی اس کے آگے حاضر کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.104263464508972,0.5763563986150694,Complete Hallucination
i will hear thee said he when thine accusers are also come and he commanded him to be kept in herod s judgment hall,اس سے کہا کہ جب تیرے مدّعی بھی حاضر ہونگے تو میں تیرا مقدّمہ کروں گا اور اسے ہیرودیس کے قلعہ میں قید رکھنے کا حکم دیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.1195091350811526,0.45147212298095424,Severe Under-generation
and when he was called forth tertullus began to accuse him saying seeing that by thee we enjoy great quietness and that very worthy deeds are done unto this nation by thy providence,جب وہ بلایا گیا ترطلس الزام لگا کر کہنے لگاکہ اے فیلکس بہادر چونکہ تیرے وسیلہ سے ہم بڑے امن میں ہیں اور تیری دور اندشیی سے اس قوم کے فائدہ کے لئے خرابیوں کی اصلاح ہوتی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.41240747310833303,0.10078661655137112,Severe Under-generation
notwithstanding that i be not further tedious unto thee i pray thee that thou wouldest hear us of thy clemency a few words,مگر اس لئے کہ تجھے زیادہ تکلیف نہ دوں میں تیری منت کرتا ہوں کہ تو مہربانی سے ہماری دو ایک باتیں سن لے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.3254789030330574,Severe Under-generation
commanding his accusers to come unto thee by examining of whom thyself mayest take knowledge of all these things whereof we accuse him,اور اس کے مدّعیوں کو حکم دیا کہ تیرے پاس جائیں اسی سے تحقیق کرکے تو آپ ان سب باتوں کو دریافت کرسکتا ہے جنکا ہم اس پر الزام لگاتے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8304866655529631,0.13604749482962936,Severe Under-generation
and herein do i exercise myself to have always a conscience void of offence toward god and toward men,اسی لئے میں خود بھی کوشش میں رہتا ہوں کہ خدا اور آدمیوں کے باب میں میرا دل مجھے کبھی ملامت نہ کرے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6879024558640436,0.2852887188870795,Severe Under-generation
who ought to have been here before thee and object if they had ought against me,اور اگر ان کا مجھ پر کچھ دعوی تھا تو انہیں تیرے سامنے حاضر ہوکر فریاد کرنا واجب تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.026229873226064,0.5051878233919322,Complete Hallucination
and when felix heard these things having more perfect knowledge of that way he deferred them and said when lysias the chief captain shall come down i will know the uttermost of your matter,فیلکس نے جو صحیح طور پر اس طریق سے واقف تھا یہ کہہ کر مقدّمہ کو ملتوی کردیا کہ جب پلٹن کا سردار لوسیاس آئے گا تو میں تمہارا مقدّمہ فیصل کروں گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3009469019645809,0.09668940955665631,Severe Under-generation
and after certain days when felix came with his wife drusilla which was a jewess he sent for paul and heard him concerning the faith in christ,اور چند روز کے بعد فیلکس اپنی بیوی دروسلّہ کو جو یہودی تھی ساتھ لے کر آیا اور پولس کو بلوا کر اس سے مسیح یسوع کے دین کی کیفیت سنی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7504294149649167,0.2549544894286606,Severe Under-generation
about whom when i was at jerusalem the chief priests and the elders of the jews informed me desiring to have judgment against him,جب میں یروشلیم میں تھا تو سردار کاہنوں اور یہودیوں کے بزرگوں نے اس کے خلاف فریاد کی اور سزا کے حکم کی درخواست کی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.3673715453736255,0.6007794608582058,Severe Under-generation
and because i doubted of such manner of questions i asked him whether he would go to jerusalem and there be judged of these matters,چونکہ میں ان باتوں کی تحقیقات کی بابت الجھن میں تھا اس لئے اس سے پوچھا کیا تو یروشلیم میں جانے کو راضی ہے کہ وہاں ان باتوں کا فیصلہ ہو,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8293527654877483,0.31603808149038504,Severe Under-generation
and on the morrow when agrippa was come and bernice with great pomp and was entered into the place of hearing with the chief captains and principal men of the city at festus commandment paul was brought forth,پس دوسرے دن جب اگرپّا اور برنیکے بڑی شان و شوکت سے پلٹن کے سرداروں اور شہر کے رئیسوں کے ساتھ دیوانخانہ میں داخل ہوئے تو فیستس کے حکم سے پولس حاضر کیا گیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.27230801773955243,0.07048218197413622,Severe Under-generation
especially because i know thee to be expert in all customs and questions which are among the jews wherefore i beseech thee to hear me patiently,خاص کر اس لئے کہ یہودیوں کی سب رسموں اور مسلوں سے واقف ہے . پس میں منّت کرتا ہوں کہ تحمّل سے میری سن لے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.3692410305299936,0.559638639480464,Severe Under-generation
my manner of life from my youth which was at the first among mine own nation at jerusalem know all the jews,سب یہودی جانتے ہیں کہ اپنی قوم کے درمیان اور یروشلیم میں شروع جوانی سے میرا چال چلن کیسا رہا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.0398786422402853,1.0638572368144246,Complete Hallucination
why should it be thought a thing incredible with you that god should raise the dead,جب کہ خدا مردوں کو جلاتا ہے تویہ بات تمہارے نزدیک کیوں غیر معتبر سمجھی جاتے ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.558966642810606,1.7022714399930996,Complete Hallucination
delivering thee from the people and from the gentiles unto whom now i send thee,تجھے اس امّت اور غیر قوموں سے بچاتا رہوں گا جنکے پاس تجھے اس لئے بھیجتا ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5761173551652643,0.9507186417607946,Complete Hallucination
howbeit we must be cast upon a certain island,لیکن یہ ضرور ہے کہ ہم کسی ٹاپو میں جاپڑیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.5241181889490294,2.1731464395667697,Complete Hallucination
but when the fourteenth night was come as we were driven up and down in adria about midnight the shipmen deemed that they drew near to some country,جب چودھویں رات ہوئی اور ہم بحر اور یہ میں ٹکراتے پھرتے تھے تو آدھی رات کے قریب ملاّحوں نے اٹکل سے معلوم کیا کہ کسی ملک کے نزدیک پہنچ گئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.36757737611929725,0.11973699696089526,Severe Under-generation
and when they had taken up the anchors they committed themselves unto the sea and loosed the rudder bands and hoised up the mainsail to the wind and made toward shore,پس لنگر کھولکر سمندر میں چھوڑ دئے اور پتواروں کی بھی رسّیاں کھول دیں اور اگلا پال ہوا کے رخ پر چڑھا کر اس کنارے کی طرف چلے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46174524702947806,0.16608551346329573,Severe Under-generation
and after three months we departed in a ship of alexandria which had wintered in the isle whose sign was castor and pollux,تین مہینے کے بعد ہم اسکندریہ کے ایک جہاز پر روانہ ہوئے جو جاڑے بھر اس ٹاپو میں رہا تھا اور جسکا نشان دیسکوری تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6232908885590982,0.2549517280906635,Severe Under-generation
and when we came to rome the centurion delivered the prisoners to the captain of the guard but paul was suffered to dwell by himself with a soldier that kept him,جب ہم رومہ میں پہنچے تو پولس کو اجازت ہوئی کہ اکیلا اس سپاہی کے ساتھ رہے جو اس پر پہرا دیتا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7612892104221858,0.3754610691157943,Severe Under-generation
saying go unto this people and say hearing ye shall hear and shall not understand and seeing ye shall see and not perceive,اس امّت کے پاس جاکر کہہ کہ تم کانوں سے سنو گے اور ہرگز نہ سمجھو گے اور آنکھوں سے دیکھو گے اور ہرگز معلوم نہ کرو گے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5246438920492126,0.1838038348739737,Severe Under-generation
and declared to be the son of god with power according to the spirit of holiness by the resurrection from the dead,لیکن پاکیزگی کی روح کے اعتبار سے مردوں میں سے جی اٹھنے کے سبب سے قدرت کے سبب سے قدرت کے ساتھ خدا کا بیٹا ٹھہرا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5639769182891534,0.22101201858491376,Severe Under-generation
for god is my witness whom i serve with my spirit in the gospel of his son that without ceasing i make mention of you always in my prayers,چنانچہ خدا جسکی عبادت میں اپنی روح سے اس کے بیٹے کی خوشخبری دینے میں کرتا ہوں وہی میرا گواہ ہے کہ میں بلا ناغہ تمہیں یاد کرتا ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4489600210293879,0.17121711839686238,Severe Under-generation
for therein is the righteousness of god revealed from faith to faith as it is written the just shall live by faith,اس واسطے کہ اس میں خدا کی راستبازی ایمان سے اور ایمان کے لئے ظاہر ہوتی ہے جیسا لکھّا ہے راست باز ایمان سے جیتا رہے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6307047158047782,0.2409122171357555,Severe Under-generation
thou therefore which teachest another teachest thou not thyself thou that preachest a man should not steal dost thou steal,پس تو جو اوروں کو سکھاتا ہے اپنے آپ کو کیوں نہیں سکھاتا تو جو وعظ کرتا ہے کہ چوری نہ کرنا آپ خود کیوں چوری کرتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8518059995396029,0.35364380568489323,Severe Under-generation
but now the righteousness of god without the law is manifested being witnessed by the law and the prophets,مگر اب شریعت کے بغیر خدا کی ایک راستبازی ظاہر ہوئی ہے جسکی گواہی شریعت اور نبیوں سے ہوتی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.2272284679549552,Complete Hallucination
therefore we conclude that a man is justified by faith without the deeds of the law,چنانچہ ہم یہ نتیجہ نکالتے ہیں کہ انسان شریعت کے اعمال کے بغیر ایمان کے سبب سے راستباز ٹھہرتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.097969136342636,1.2272284679549552,Complete Hallucination
but god be thanked that ye were the servants of sin but ye have obeyed from the heart that form of doctrine which was delivered you,لیکن خدا کا شکر ہے کہ اگرچہ تم گناہ کے غلام تھے تو بھی دل سے اس تعلیم کے فرمانبردار ہوگئے جس کے سانچے میں تم ڈھالے گئے تھے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4489600210293879,0.17121711839686238,Severe Under-generation
now then it is no more i that do it but sin that dwelleth in me,پس اس صورت میں اس کا کرنے والا میں نہ رہا بلکہ گناہ ہے جو مجھ میں بسا ہئوا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.318742811142266,Complete Hallucination
for they that are after the flesh do mind the things of the flesh but they that are after the spirit the things of the spirit,کیونکہ جو جسمانی ہیں وہ جسمانی باتوں کے خیال میں رہتے ہیں لیکن جو روحانی ہیں وہ روحانی باتوں کے خیال میں رہتے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5234074655054453,0.2473104854512514,Severe Under-generation
but ye are not in the flesh but in the spirit if so be that the spirit of god dwell in you now if any man have not the spirit of christ he is none of his,لیکن تم جسمانی نہیں بلکہ روحانی ہو بشرطیکہ خدا کا روح تم میں بسا ہئوا ہے . مگر جس میں مسیح کا روح نہیں وہ اس کا نہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9426782987827388,0.3913712057654851,Severe Under-generation
and if christ be in you the body is dead because of sin but the spirit is life because of righteousness,اور اگر مسیح تم میں بدن تو گناہ کے سبب سے مردہ ہے مگر روح راستبازی کے سبب سے زندہ ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0565030580719499,0.49963062433900984,Complete Hallucination
and if children then heirs heirs of god and joint heirs with christ if so be that we suffer with him that we may be also glorified together,اور اگر فرزند ہیں تو وارث بھی ہیں یعنی خدا کے وارث اور مسیح کے ہم میراث بشرطیکہ ہم اس کے ساتھ دکھ اٹھائیں تاکہ اس کے جلال بھی پائیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4062358262296014,0.1381244082879506,Severe Under-generation
for we know that the whole creation groaneth and travaileth in pain together until now,کیونکہ ہم کو معلوم ہے کہ ساری مخلوقات مل کر اب تک کراہتی ہے اور دردزہ میں پڑی تڑپتی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.097969136342636,1.1089261025311379,Complete Hallucination
likewise the spirit also helpeth our infirmities for we know not what we should pray for as we ought but the spirit itself maketh intercession for us with groanings which cannot be uttered,اس طرح روح بھی ہماری کمزوری میں مدد کرتا ہیں کیونکہ جس طور سے ہم کو دعا کرنا چاہئے ہم نہیں جانتے مگر روح خود ایسی آ ہیں بھر بھر کر ہماری شفاعت کرتا ہے جنکا بیان نہیں ہوسکتا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.1651631616446102,0.0410323598803823,Severe Under-generation
who shall lay any thing to the charge of god s elect it is god that justifieth,خدا نے برگزیدوں پر کون نالش کرے گا خدا وہ ہے جو ان کو راستباز ٹھہراتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.8319621167147275,1.883873025062594,Complete Hallucination
for the children being not yet born neither having done any good or evil that the purpose of god according to election might stand not of works but of him that calleth,اور ابھی تک نہ تو لڑکے پیدا ہوئے تھے اور نہ نے نیکی یا بدی کی تھی کہ اس سے کہا گیا کہ بڑا چھوٹے کی خدمت کرے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9691617123716866,0.36457046786111574,Severe Under-generation
it was said unto her the elder shall serve the younger,تاکہ خدا کا ارادہ جو برگزیدگی پر موقوف ہے اعمال پر مبنی نہ ٹھہرے بلکہ بلانے والے پر .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.134159411149905,0.693030649603082,Complete Hallucination
and that he might make known the riches of his glory on the vessels of mercy which he had afore prepared unto glory,اور یہ اس لئے ہؤا کہ اپنے جلال کی دولت رحم کے برتنوں کے ذریعہ سے آشکارا کرے جو اس نے جلال کے لئے پہلے سے تیّار کئے تھے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0542127332669844,0.3854863362154254,Severe Under-generation
as it is written behold i lay in sion a stumblingstone and rock of offence and whosoever believeth on him shall not be ashamed,چنانچہ لکھا ہے کہ دیکھو میں صیّون میں ٹھیس لگنے کا پتّھر اور ٹھوکر کھانے کی چٹان رکھتا ہوں اور جو اس پر ایمان لائے گا وہ شرمندہ نہ ہوگا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4062358262296014,0.1381244082879506,Severe Under-generation
how then shall they call on him in whom they have not believed and how shall they believe in him of whom they have not heard and how shall they hear without a preacher,مگر جس پر وہ ایمان نہیں لائے اس سے کیونکر دعا کریں اور جس کا ذکر انہوں نے سنا نہیں اس پر ایمان کیونکر لائیں اور بغیر منادی کرنے والے کے کیونکر سنیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6799449731093998,0.21769111984722678,Severe Under-generation
so then faith cometh by hearing and hearing by the word of god,پس ایمان سننے سے پیدا ہوتا ہے اور سننا مسیح کے کلام سے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.3512907968165795,1.5666991250714413,Partial Match
and david saith let their table be made a snare and a trap and a stumblingblock and a recompence unto them,اور داؤد کہتا ہے کہ ان کا دستر خوان ان کے لئے جال اور پھندا اور ٹھوکر کھانے اور سزا کا باعث بن جائے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.2941033889134051,Severe Under-generation
now if the fall of them be the riches of the world and the diminishing of them the riches of the gentiles how much more their fulness,پس جب ان کی لغرش دنیا کے لئے دولت کا باعث اور ان کا گھٹنا غیر قوموں کے لئے دولت کا باعث ہئوا تو ان کا بھر پور ہونا ضرور ہی دولت کا باعث ہوگا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.20719223806643897,0.05137830501410135,Severe Under-generation
for i speak to you gentiles inasmuch as i am the apostle of the gentiles i magnify mine office,میں یہ باتیں تم غیر قوموں سے کہتا ہوں چونکہ میں غیر قوموں کا رسول ہوں اس لئے اپنی خدمت کی بڑائی کرتا ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.3254789030330574,Severe Under-generation
and they also if they abide not still in unbelief shall be graffed in for god is able to graff them in again,اور بھی اگر بے ایمان نہ رہیں تو پیوند کئے جائیں گے کیونکہ خدا انہیں پیوند کرکے بحال کرنے پر قادر ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.71767185093217,0.8333327857506265,Complete Hallucination
and so all israel shall be saved as it is written there shall come out of sion the deliverer and shall turn away ungodliness from jacob,اور اس صورت سے تمام اسرائیل نجات پائے گا . چنانچہ لکھا ہے کہ چھڑانے والا صیّون سے نکلے گا اور بے دینی کو یعقوب سے دفع کرے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.014358703921632,0.17121711839686238,Severe Under-generation
for who hath known the mind of the lord or who hath been his counsellor,خداوند کی عقل کو کس نے جانا یا کون اس کا صلاح کار ہئوا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.8724693104446257,1.358136847082378,Partial Match
so we being many are one body in christ and every one members one of another,اسی طرح ہم بھی جو بہت سے ہیں مسیح میں شامل ہوکر ایک بدن ہیں اور آپس میں ایک دوسرے کے اعضا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8413546956033721,0.39136696693767,Complete Hallucination
or ministry let us wait on our ministering or he that teacheth on teaching,اگر خدمت ملی ہوتو خدمت میں لگا رہے . اگر کوئی معلّم ہوتو تعلیم میں مشغول رہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0540132007718503,0.6722595985895219,Complete Hallucination
wherefore ye must needs be subject not only for wrath but also for conscience sake,پس تابعدار رہنا نہ صرف غضب کے ڈر سے ضرور ہے بلکہ دل بھی یہی گواہی دیتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.5624652896638054,1.6330878913622826,Complete Hallucination
love worketh no ill to his neighbour therefore love is the fulfilling of the law,محبّت اپنے پڑوسی سے بدی نہیں کرتی . اس واسطے محبّت شریعت کی تعمیل ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.716901224541089,2.6938316390391783,Partial Match
the night is far spent the day is at hand let us therefore cast off the works of darkness and let us put on the armour of light,رات بہت گزر گئی اور دن نکلنے والا ہے . پس ہم تاریکی کے کاموں کو ترک کرکے روشنی کے ہتھیار باندھ لیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.554213762630512,0.7223977751044713,Severe Under-generation
i know and am persuaded by the lord jesus that there is nothing unclean of itself but to him that esteemeth any thing to be unclean to him it is unclean,مجھے معلوم ہے بلکہ خداوند یسوع میں مجھے یقین ہے کہ کوئی چیز بزاتہ حرام نہیں لیکن جو اس کو حرام سمجھتا ہے اس کے لئے حرام ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0129737552545002,0.42055572989711476,Severe Under-generation
and he that doubteth is damned if he eat because he eateth not of faith for whatsoever is not of faith is sin,مگر جو کوئی کسی چیز میں چیز میں شبہ رکھتا ہے اگر اس کو کھائے تو مجرم ٹھہرتا ہے اس واسطے کہ وہ اعتقاد سے نہیں کھاتا اور جو کچھ اعتقاد سے نہیں وہ گناہ ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5235065504101575,0.14181249794615744,Severe Under-generation
and again he saith rejoice ye gentiles with his people,اور پھر وہ فرماتا ہے کہ اے غیر قومو اس کی امّت کے ساتھ خوشی کرو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.6473675090573985,1.0206090014712692,Complete Hallucination
nevertheless brethren i have written the more boldly unto you in some sort as putting you in mind because of the grace that is given to me of god,تو بھی میں نے بعض جگہ زیادہ دلیری کے ساتھ یاد دلانے کے طور پر اس لئے تم کو لکھا کہ مجھ کو خدا کی طرف سے غیر قوموں کے لئے مسیح یسوع کے خادم ہونے کی توفیق ملی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3226059094758499,0.08008408751738326,Severe Under-generation
salute herodion my kinsman greet them that be of the household of narcissus which are in the lord,میرے رشتہ دار ہیرودیون سے سلام کہو . نرکّسس کے ان کے گھر والوں سے سلام کہو جو خداوند میں ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9298407413672353,0.45146723321756704,Complete Hallucination
salute tryphena and tryphosa who labour in the lord salute the beloved persis which laboured much in the lord,تروفینہ اور تروفیسہ سے سلام کہو جو خداوند میں محنت کرتی ہیں . پیاری پرسس سے سلام کہو جس نے خداوند میں بہت محنت کی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7081951785235833,0.2821504678742899,Severe Under-generation
to god only wise be glory through jesus christ for ever amen,اسی واحد حکیم خدا کی یسوع مسیح کے وسیلہ سے ابد تک تمجید ہوتی رہے . آمین .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.253439997664676,0.7994558977715326,Complete Hallucination
i thank god that i baptized none of you but crispus and gaius,خدا کا شکر کرتا ہوں کہ کرسپس اور گیس کے سوا میں نے تم میں سے کسی کو بپتسمہ نہیں دیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9991789020577414,0.49963062433900984,Complete Hallucination
for christ sent me not to baptize but to preach the gospel not with wisdom of words lest the cross of christ should be made of none effect,کیونکہ مسیح نے مجھے بپتسمہ دینے کو نہیں بھیجا بلکہ خوشخبری سنانے کو اور وہ بھی کلام کی حکمت سے نہیں تاکہ مسیح کی صلیب بے تاثیر نہ ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4489600210293879,0.15933548234157957,Severe Under-generation
but unto them which are called both jews and greeks christ the power of god and the wisdom of god,لیکن جو بلائے ہوئے ہیں . یہودی ہوں یا یونانی . ان کے نزدیک مسیح خدا کی قدرت اور خدا کی حکمت ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.554213762630512,0.7223977751044713,Severe Under-generation
that no flesh should glory in his presence,تاکہ کوئی بشر خدا کے سامنے فخر نہ کرے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.345749517489102,2.1080143482486866,Complete Hallucination
